Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G047700	0.0044	0	0
TraesCS1A02G048300	0.002	0.0036	0.0252
TraesCS1A02G048400	0.7522	0.3856	0.0036
TraesCS1A02G048500	0.2812	0.3856	0.0036
TraesCS1A02G048600	6.1422	1.9062	8.3898
TraesCS1A02G048700	0.5486	0.094	0.1378
TraesCS1A02G049300	0	0	0
TraesCS1A02G049500	0	0	0
TraesCS1A02G049700	5.399	0.0854	62.7134
TraesCS1A02G050000	0	0	0
TraesCS1A02G050100	0	0.0558	0
TraesCS1A02G050400	0.0088	0	0
TraesCS1A02G050600	0.8532	0	0
TraesCS1A02G050700	0	0	0
TraesCS1A02G050800	0.2748	0	0
TraesCS1A02G050900	21.7224	18.029	15.4712
TraesCS1A02G051000	1.5584	0.524	0.0428
TraesCS1A02G051300	0	9.6828	0
TraesCS1A02G051400	0.2806	0.0958	0.2554
TraesCS1A02G051500	33.0426	10.0058	32.3954
TraesCS1A02G051600	10.305	3.5528	0
TraesCS1A02G051700	54.356	0	0
TraesCS1A02G051800	0.3038	0.2754	0.234
TraesCS1A02G052000	4.367	1.337	3.277
TraesCS1A02G052200	0	0.0992	17.6344
TraesCS1A02G052300	15.073	11.7078	19.882
TraesCS1A02G052500	0.011	0	0
TraesCS1A02G052600	0	0.0178	0
TraesCS1A02G052700	0	0.0178	0
TraesCS1A02G052800	0	0	0
TraesCS1A02G052900	0	0.0178	0
TraesCS1A02G053100	0	0.0078	0
TraesCS1A02G053300	0	0	0
TraesCS1A02G053500	0	0	0
TraesCS1A02G053700	3.0952	0	3.2778
TraesCS1A02G053800	0	0	0
TraesCS1A02G054200	0	0	0
TraesCS1A02G054300	11.9824	7.3718	11.7574
TraesCS1A02G054400	0	0	13.6292
TraesCS1A02G054500	0.0542	0.5692	0
TraesCS1A02G054600	0	0.0314	0
TraesCS1A02G054900	1.334	0.3746	0.8528
TraesCS1A02G055000	4.7666	1.305	4.884
TraesCS1A02G055100	0.0418	0	0
TraesCS1A02G055200	7.7822	2.367	9.4898
TraesCS1A02G055300	0	0	0
TraesCS1A02G055400	0	7.8044	10.0768
TraesCS1A02G055700	0	0.0314	0
TraesCS1A02G055800	0.6868	0.2864	1.203
TraesCS1A02G056100	0.4104	0	0
TraesCS1A02G056105	1.258	1.4134	0.1056
TraesCS1A02G056200	0.4078	0.4482	0.1328
TraesCS1A02G056400	0.1096	0.0398	0.1328
TraesCS1A02G056500	0	2.157	0
TraesCS1A02G056600	1.4232	1.1856	0.006
TraesCS1A02G056900	0	0.0212	0.0742
TraesCS1A02G057200	0.6062	3.297	0.0342
TraesCS1A02G057300	2.783	0.2864	0
TraesCS1A02G057400	0.86	0	1.203
TraesCS1A02G057600	0	0	0
TraesCS1A02G057700	0.6668	0.0072	0.1746
TraesCS1A02G057900	0.246	0.1644	0.2734
TraesCS1A02G058200	4.987	3.82	0.0282
TraesCS1A02G058400	0.0208	0	0.0198
TraesCS1A02G058500	11.618	3.5228	0
TraesCS1A02G058600	0	1.8432	0.0016
TraesCS1A02G058700	0.1232	0.403	0.2338
TraesCS1A02G058900	0	0.0034	0.5722
TraesCS1A02G059100	9.8856	7.6486	25.1236
TraesCS1A02G059800	0.5048	0.0354	0.2338
TraesCS1A02G059900	0.1392	0.079	0.2502
TraesCS1A02G060100	3.4974	2.2722	6.485
TraesCS1A02G060600	0	0.0844	0.621
TraesCS1A02G060700	30.8768	36.5746	0
TraesCS1A02G060900	0.234	0	0.0434
TraesCS1A02G061000	0.0412	0.009	0.0118
TraesCS1A02G061100	0.2564	0	0.1932
TraesCS1A02G061200	0	0.0816	0.1932
TraesCS1A02G061300	0.1464	0	0.1932
TraesCS1A02G061400	0.024	0	0.0118
TraesCS1A02G061500	0.0048	0	0
TraesCS1A02G061600	0.0342	0	0.1052
TraesCS1A02G061700	0.2356	0	0.1052
TraesCS1A02G062000	0	0.1854	0.0168
TraesCS1A02G062100	10.8672	11.023	10.131
TraesCS1A02G062200	0.0098	0	0
TraesCS1A02G062400	7.279	0	8.5332
TraesCS1A02G062500	0.006	0	0
TraesCS1A02G062600	0	0	0
TraesCS1A02G062700	0	0	0
TraesCS1A02G062800	3.1868	0	8.5332
TraesCS1A02G062900	0	0	0
TraesCS1A02G063100	0	0	0
TraesCS1A02G063200	0	0	0
TraesCS1A02G063300	3.4726	0.7336	0
TraesCS1A02G063400	0	1.0538	0.2146
TraesCS1A02G063500	1.6032	2.335	0
TraesCS1A02G063600	0	0.0026	6.764
TraesCS1A02G064000	5.9738	6.0404	9.4614
TraesCS1A02G064100	11.3092	5.104	11.9218
TraesCS1A02G064200	0	0	0
TraesCS1A02G064300	0	0	0
TraesCS1A02G064400	0	0	0
TraesCS1A02G064500	0	0	0
TraesCS1A02G064600	0	0	0
TraesCS1A02G064800	0	0	0
TraesCS1A02G065000	2.8362	6.4254	15.8346
TraesCS1A02G065300	0.0922	1.7154	3.856
TraesCS1A02G065400	1.5952	0	0.0156
TraesCS1A02G065600	6.1622	6.4254	15.8346
TraesCS1A02G065700	0.0378	0.0128	0
TraesCS1A02G065800	9.6118	3.6668	6.279
TraesCS1A02G066000	0.1962	0.7502	0.2938
TraesCS1A02G066100	0.003	0	0
TraesCS1A02G066300	4.7554	5.8296	0.0118
TraesCS1A02G066400	0.9272	1.5834	3.7006
TraesCS1A02G066521	0.055	0	0.587
TraesCS1A02G066700	0.3022	0.0068	0.5632
TraesCS1A02G066800	0	0	0
TraesCS1A02G066900	4.782	2.1544	0.0068
TraesCS1A02G067300	0	0	0
TraesCS1A02G067900	0	0	0
TraesCS1A02G068000	26.3904	23.4886	24.6298
TraesCS1A02G068200	0.261	0.3068	0.4786
TraesCS1A02G068300	0	0.3642	0.0622
TraesCS1A02G068400	0.0054	0.3532	0.0518
TraesCS1A02G068500	0.0084	0.0724	0.015
TraesCS1A02G068600	0	0	0
TraesCS1A02G068800	0	0	0
TraesCS1A02G069100	0.857	1.4474	3.8334
TraesCS1A02G069200	0.7788	0.4886	3.8334
TraesCS1A02G069400	16.6954	8.3404	23.049
TraesCS1A02G069500	4.0188	1.6684	3.7818
TraesCS1A02G069700	9.778	0	0.2734
TraesCS1A02G069800	0.5332	0.0806	0
TraesCS1A02G069900	0.2504	2.4782	0.3634
TraesCS1A02G070200	2.6678	4.3322	8.9196
TraesCS1A02G070300	17.2898	23.6456	20.3396
TraesCS1A02G070400	0	0	0
TraesCS1A02G070500	7.5258	4.2172	0
TraesCS1A02G070900	0	0	0.0064
TraesCS1A02G071200	9.4462	1.341	9.3888
TraesCS1A02G071300	6.1498	3.6456	4.1976
TraesCS1A02G071400	0.0016	0	0
TraesCS1A02G071500	0	0.3394	0.232
TraesCS1A02G071657	1.371	0.3148	0.2216
TraesCS1A02G071700	5.2812	4.0368	8.2126
TraesCS1A02G072000	7.025	1.5844	61.8696
TraesCS1A02G072100	0.0278	0.0082	0
TraesCS1A02G072200	11.5398	6.6206	8.3132
TraesCS1A02G072300	0.0142	0.0082	0
TraesCS1A02G072700	6.9242	2.2658	7.1848
TraesCS1A02G072800	14.486	6.8146	12.305
TraesCS1A02G072986	0.578	0.1244	0.6916
TraesCS1A02G073000	0	0.5414	0
TraesCS1A02G073300	0	0.0074	0.0066
TraesCS1A02G073400	0	3.6208	8.588
TraesCS1A02G073500	0.0078	0.0168	0.0266
