Orthogroup	cs.A	cs.B	cs.D
TraesCS1A02G039100	0	0	0
TraesCS1A02G039200	8.4275	0	7.0255
TraesCS1A02G039900	0	0.052	0
TraesCS1A02G040100	0	0	0
TraesCS1A02G040400	8.957	3.6915	4.4295
TraesCS1A02G040500	16.682	4.7765	12.3645
TraesCS1A02G040600	20.357	30.444	19.416
TraesCS1A02G041700	0	0.0085	0.0335
TraesCS1A02G041900	1.4395	3.263	5.3275
TraesCS1A02G042000	0.032	0	0
TraesCS1A02G042100	0.4385	3.263	0
TraesCS1A02G042300	0.008	0	0.089
TraesCS1A02G042700	0.2725	0.373	0
TraesCS1A02G042800	2.602	2.6165	0.257
TraesCS1A02G043200	15.668	13.201	13.677
TraesCS1A02G043400	9.8585	1.259	9.06
TraesCS1A02G043500	0.038	0.008	0.0165
TraesCS1A02G043600	23.33	12.8725	19.87
TraesCS1A02G043900	0.008	0	0.0075
TraesCS1A02G044500	4.57	0.0635	0
TraesCS1A02G044600	6.54	15.962	8.768
TraesCS1A02G044800	9.654	0.0495	0.094
TraesCS1A02G044900	0	0	0.059
TraesCS1A02G045000	0	0	0.016
TraesCS1A02G045100	0	0.0355	0.0135
TraesCS1A02G045300	0.124	0	1.0485
TraesCS1A02G045400	5.0765	3.6935	4.5925
TraesCS1A02G045500	0	0	0.0475
TraesCS1A02G045600	0	0	0.0475
TraesCS1A02G045800	4.7085	1.183	12.6935
TraesCS1A02G045900	0.042	0.036	0
TraesCS1A02G046000	0.137	0.089	0.7785
TraesCS1A02G046100	0	0	7.815
TraesCS1A02G046300	4.0085	0.071	4.4935
TraesCS1A02G046400	0	0.0135	0
TraesCS1A02G046500	0.0195	0	0
TraesCS1A02G046600	12.4035	0	7.112
TraesCS1A02G046800	4.044	2.288	0.6685
TraesCS1A02G047000	11.6355	31.314	20.4485
TraesCS1A02G047200	0	0	0
TraesCS1A02G047300	0	0.302	0.036
TraesCS1A02G047400	0.0195	0.27	0
TraesCS1A02G047500	6.792	4.596	4.099
TraesCS1A02G047700	0	0	0
TraesCS1A02G048300	0.0195	0.036	0.0355
TraesCS1A02G048400	0	0.0905	0.009
TraesCS1A02G048500	0.02	0.0905	0.009
TraesCS1A02G048600	5.246	4.0855	5.5455
TraesCS1A02G048700	0.5715	0.0435	0.0175
TraesCS1A02G049300	0	0	0
TraesCS1A02G049500	0	0	0
TraesCS1A02G049700	2.346	0.172	45.5755
TraesCS1A02G050000	0	0	0
TraesCS1A02G050100	0	0.047	0
TraesCS1A02G050400	0	0	0
TraesCS1A02G050600	10.1165	0.076	0
TraesCS1A02G050700	0.106	0.025	0.769
TraesCS1A02G050800	14.6195	0.025	0.769
TraesCS1A02G050900	158.6295	106.3815	48.7835
TraesCS1A02G051000	2.1605	0.4995	0.024
TraesCS1A02G051300	0	12.8735	0
TraesCS1A02G051400	0.045	0.009	0.091
TraesCS1A02G051500	14.0905	19.9035	23.464
TraesCS1A02G051600	13.7395	6.4365	0
TraesCS1A02G051700	116.902	0	0
TraesCS1A02G051800	0.5355	0.281	0.452
TraesCS1A02G052000	5.1905	4.6275	5.2045
TraesCS1A02G052200	0	0.171	13.796
TraesCS1A02G052300	14.4745	14.6315	17.583
TraesCS1A02G052500	0	0	0
TraesCS1A02G052600	0	0.029	0
TraesCS1A02G052700	0	0.029	0
TraesCS1A02G052800	0	0	0
TraesCS1A02G052900	0	0.029	0
TraesCS1A02G053100	0	0	0
TraesCS1A02G053300	0	0	0
TraesCS1A02G053500	0	0	0
TraesCS1A02G053700	1.847	0	1.919
TraesCS1A02G053800	0	0	0
TraesCS1A02G054200	0	0	0.0125
TraesCS1A02G054300	16.573	14.131	17.1945
TraesCS1A02G054400	0	0	10.584
TraesCS1A02G054500	0.051	0.5715	0
TraesCS1A02G054600	0	0	0
TraesCS1A02G054900	0.571	0.504	0.3255
TraesCS1A02G055000	3.0065	2.093	2.4785
TraesCS1A02G055100	0	0	0.051
TraesCS1A02G055200	6.8175	0.8025	9.212
TraesCS1A02G055300	0	0	0
TraesCS1A02G055400	0	10.0925	7.0175
TraesCS1A02G055700	0	0	0
